Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Xutm_Euref89_Zone32;Yutm_Euref89_Zone32;Parameter;Enhed;Resultat;Kontrol;Kvalitet
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740409";"548999";"6250172";"Vandføring";"m3/s";"13,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740408";"548999";"6250172";"Vandføring";"m3/s";"16,7000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740407";"548999";"6250172";"Vandføring";"m3/s";"17,2000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740406";"548999";"6250172";"Vandføring";"m3/s";"17,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740405";"548999";"6250172";"Vandføring";"m3/s";"17,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740404";"548999";"6250172";"Vandføring";"m3/s";"21,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740403";"548999";"6250172";"Vandføring";"m3/s";"17,7999992370605";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740402";"548999";"6250172";"Vandføring";"m3/s";"15,1999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740401";"548999";"6250172";"Vandføring";"m3/s";"17,7000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740331";"548999";"6250172";"Vandføring";"m3/s";"17,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740330";"548999";"6250172";"Vandføring";"m3/s";"18,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740329";"548999";"6250172";"Vandføring";"m3/s";"17,7000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740328";"548999";"6250172";"Vandføring";"m3/s";"19,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740327";"548999";"6250172";"Vandføring";"m3/s";"18,7000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740326";"548999";"6250172";"Vandføring";"m3/s";"17,7999992370605";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740325";"548999";"6250172";"Vandføring";"m3/s";"19,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740324";"548999";"6250172";"Vandføring";"m3/s";"18,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740323";"548999";"6250172";"Vandføring";"m3/s";"19,7000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740322";"548999";"6250172";"Vandføring";"m3/s";"19";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740321";"548999";"6250172";"Vandføring";"m3/s";"17,7999992370605";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740320";"548999";"6250172";"Vandføring";"m3/s";"18";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740319";"548999";"6250172";"Vandføring";"m3/s";"18,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740318";"548999";"6250172";"Vandføring";"m3/s";"17,2000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740317";"548999";"6250172";"Vandføring";"m3/s";"18,2000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740316";"548999";"6250172";"Vandføring";"m3/s";"19,7999992370605";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740315";"548999";"6250172";"Vandføring";"m3/s";"18";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740314";"548999";"6250172";"Vandføring";"m3/s";"19,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740313";"548999";"6250172";"Vandføring";"m3/s";"17,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740312";"548999";"6250172";"Vandføring";"m3/s";"14,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740311";"548999";"6250172";"Vandføring";"m3/s";"20,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740310";"548999";"6250172";"Vandføring";"m3/s";"18,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740309";"548999";"6250172";"Vandføring";"m3/s";"20,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740308";"548999";"6250172";"Vandføring";"m3/s";"20";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740307";"548999";"6250172";"Vandføring";"m3/s";"20,7000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740306";"548999";"6250172";"Vandføring";"m3/s";"18,7000007629395";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740305";"548999";"6250172";"Vandføring";"m3/s";"23";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740304";"548999";"6250172";"Vandføring";"m3/s";"20";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740303";"548999";"6250172";"Vandføring";"m3/s";"23,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740302";"548999";"6250172";"Vandføring";"m3/s";"24,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740301";"548999";"6250172";"Vandføring";"m3/s";"24,8999996185303";"FagK";"GODK"
